Vote No#,Department,Programme No#,Programme,Subprogramme No#,Subprogramme,econClass_L1,econClass_L2,econClass_L3,econClass_L4,econClass_L5,IYM_econLowestLevel,Item_Lowest_Level,Assets_Level_1,Assets_Level_2,Assets_Level_3,Assets_Level_4,Assets_Level_5,Assets_Level_6,Assets_Lowest_Level,Project_Level_1,Project_Level_2,Project_Level_3,Project_Level_4,Project_Level_5,Project_Level_6,Project_Level_7,Project_Level_8,Project_Level_9,Project_Level_10,Project_Level_11,Project_Lowest_Level,Responsibility_Level_2,Responsibility_Level_3,Responsibility_Level_4,Responsibility_Level_5,Responsibility_Level_6,Responsibility_Level_7,Responsibility_Level_8,Responsibility_Level_9,Responsibility_Level_10,Responsibility_Level_11,Responsibility_Level_12,Responsibility_Level_13,Responsibility_Level_14,Responsibility_Level_15,Responsibility_Lowest_Level,Fund_Level_1,Fund_Level_2,Fund_Level_3,Fund_Level_4,Fund_Level_5,Fund_Level_6,Fund_Level_7,Fund_Level_8,Fund_Lowest_Level,Infrastructure_Level_1,Infrastructure_Level_2,Infrastructure_Level_3,Infrastructure_Level_4,Infrastructure_Level_5,Infrastructure_Level_6,Infrastructure_Lowest_Level,Item_Level_1,Item_Level_2,Item_Level_3,Item_Level_4,Item_Level_5,Item_Level_6,Item_Level_7,Item_Level_8,Regional_ID_Level_1,Regional_ID_Level_2,Regional_ID_Level_3,Regional_ID_Level_4,Regional_ID_Level_5,Regional_ID_Level_6,Regional_ID_Level_7,Regional_ID_Level_8,Regional_ID_Lowest_Level,Budget,AdjustmentBudget,April,May,June,July,August,September,October,November,December,January,February,March,Q1,Q2,Q3,Q4,Financial_Year
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Compensation of employees,Social contributions,Social contributions,Social contributions,EMPL CONTR:MEDICAL (RES),NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,WESTERN CAPE 17,WESTERN CAPE 17,METRO MUN: CAPE TOWN 17,DMO CAPE TOWN 17,,,,,,,,DMO CAPE TOWN 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,COMPENSATION OF EMPLOYEES,SOCIAL CONTRIBUTIONS,SOCIAL CONTRIBUTIONS RESIDENTS,SOC CONTRIB: SERV BENEFITS(RES),EMPLOYER CONTRIBUTIONS(RES),EMPL CONTR:MEDICAL (RES),REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,WESTERN CAPE 17,,,,,,WESTERN CAPE 17,0,0,27.7035,28.6365,28.6365,28.6365,28.6365,28.6365,28.6365,28.6365,28.6365,28.76775,29.20475,34.00225,84.9765,85.9095,85.9095,91.97475,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Compensation of employees,Social contributions,Social contributions,Social contributions,EMPL CONTR:MEDICAL (RES),NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,GAUTENG 17,GAUTENG 17,METRO MUN: JOHANNESBURG 17,TH ORANGE FARM 17,,,,,,,,TH ORANGE FARM 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,COMPENSATION OF EMPLOYEES,SOCIAL CONTRIBUTIONS,SOCIAL CONTRIBUTIONS RESIDENTS,SOC CONTRIB: SERV BENEFITS(RES),EMPLOYER CONTRIBUTIONS(RES),EMPL CONTR:MEDICAL (RES),REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,GAUTENG 17,,,,,,GAUTENG 17,0,0,4578,4578,4578,1526,3052,3052,3052,3052,3052,3052,3052,3.64,13734,7.63,9156,9744,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Compensation of employees,Social contributions,Social contributions,Social contributions,EMPL CONTR:PENSION (RES),NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,EASTERN CAPE 17,EASTERN CAPE 17,DISTR MUN: ALFRED NZO 17,MO MOUNT AYLIFF 17,,,,,,,,MO MOUNT AYLIFF 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,COMPENSATION OF EMPLOYEES,SOCIAL CONTRIBUTIONS,SOCIAL CONTRIBUTIONS RESIDENTS,SOC CONTRIB: SERV BENEFITS(RES),EMPLOYER CONTRIBUTIONS(RES),EMPL CONTR:PENSION (RES),REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,EASTERN CAPE 17,,,,,,EASTERN CAPE 17,0,0,20.29252,20.29252,20.29252,20.29252,20.29252,20.29252,20.29252,20.29252,22.11902,20.59697,20.59697,20.59697,60.87756,60.87756,62.70406,61.79091,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Compensation of employees,Social contributions,Social contributions,Social contributions,EMPL CONTR:PENSION (RES),NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,EASTERN CAPE 17,EASTERN CAPE 17,DISTR MUN: CHRIS HANI 17,PSP CRADOCK 17,,,,,,,,PSP CRADOCK 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,COMPENSATION OF EMPLOYEES,SOCIAL CONTRIBUTIONS,SOCIAL CONTRIBUTIONS RESIDENTS,SOC CONTRIB: SERV BENEFITS(RES),EMPLOYER CONTRIBUTIONS(RES),EMPL CONTR:PENSION (RES),REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,EASTERN CAPE 17,,,,,,EASTERN CAPE 17,0,0,9.66219,9.66219,9.66219,9.66219,9.66219,9.66219,9.66219,9.66219,10.53167,9.80713,9.80713,9.80713,28.98657,28.98657,29.85605,29.42139,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Compensation of employees,Social contributions,Social contributions,Social contributions,EMPL CONTR:MEDICAL (RES),NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,KWAZULU-NATAL 17,KWAZULU-NATAL 17,DISTR MUN: AMAJUBA 17,DMO AMAJUBA 17,,,,,,,,DMO AMAJUBA 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,COMPENSATION OF EMPLOYEES,SOCIAL CONTRIBUTIONS,SOCIAL CONTRIBUTIONS RESIDENTS,SOC CONTRIB: SERV BENEFITS(RES),EMPLOYER CONTRIBUTIONS(RES),EMPL CONTR:MEDICAL (RES),REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,KWAZULU-NATAL 17,,,,,,KWAZULU-NATAL 17,0,0,3052,3052,3052,3052,4918,3985,3985,3985,3985,3985,3985,4753,9156,11955,11955,12723,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Compensation of employees,Social contributions,Social contributions,Social contributions,EMPL CONTR:MEDICAL (RES),NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,KWAZULU-NATAL 17,KWAZULU-NATAL 17,DISTR MUN: AMAJUBA 17,PSP MADADENI 17,,,,,,,,PSP MADADENI 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,COMPENSATION OF EMPLOYEES,SOCIAL CONTRIBUTIONS,SOCIAL CONTRIBUTIONS RESIDENTS,SOC CONTRIB: SERV BENEFITS(RES),EMPLOYER CONTRIBUTIONS(RES),EMPL CONTR:MEDICAL (RES),REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,KWAZULU-NATAL 17,,,,,,KWAZULU-NATAL 17,0,0,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3.64,9156,9156,9156,9744,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Compensation of employees,Social contributions,Social contributions,Social contributions,EMPL CONTR:MEDICAL (RES),NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,EASTERN CAPE 17,EASTERN CAPE 17,DISTR MUN: AMATHOLE 17,PSP FORT BEAUFORT 17,,,,,,,,PSP FORT BEAUFORT 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,COMPENSATION OF EMPLOYEES,SOCIAL CONTRIBUTIONS,SOCIAL CONTRIBUTIONS RESIDENTS,SOC CONTRIB: SERV BENEFITS(RES),EMPLOYER CONTRIBUTIONS(RES),EMPL CONTR:MEDICAL (RES),REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,EASTERN CAPE 17,,,,,,EASTERN CAPE 17,0,0,15.5085,15.5085,15.5085,15.5085,15.5085,15.5085,15.5085,15.5085,14715,14.7885,14.7885,16.9125,46.5255,46.5255,45732,46.4895,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Compensation of employees,Social contributions,Social contributions,Social contributions,EMPL CONTR:MEDICAL (RES),NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,EASTERN CAPE 17,EASTERN CAPE 17,DISTR MUN: CACADU 17,MO GRAHAMSTOWN 17,,,,,,,,MO GRAHAMSTOWN 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,COMPENSATION OF EMPLOYEES,SOCIAL CONTRIBUTIONS,SOCIAL CONTRIBUTIONS RESIDENTS,SOC CONTRIB: SERV BENEFITS(RES),EMPLOYER CONTRIBUTIONS(RES),EMPL CONTR:MEDICAL (RES),REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,EASTERN CAPE 17,,,,,,EASTERN CAPE 17,0,0,42.6915,43.6245,40.8255,42.6915,43.6245,43.6245,43.6245,43.6245,41.7585,42.7885,42.7885,49.32625,127.1415,129.9405,129.0075,134.90325,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Compensation of employees,Social contributions,Social contributions,Social contributions,EMPL CONTR:PENSION (RES),NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,EASTERN CAPE 17,EASTERN CAPE 17,DISTR MUN: JOE GQABI 17,MO STERKSPRUIT 17,,,,,,,,MO STERKSPRUIT 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,COMPENSATION OF EMPLOYEES,SOCIAL CONTRIBUTIONS,SOCIAL CONTRIBUTIONS RESIDENTS,SOC CONTRIB: SERV BENEFITS(RES),EMPLOYER CONTRIBUTIONS(RES),EMPL CONTR:PENSION (RES),REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,EASTERN CAPE 17,,,,,,EASTERN CAPE 17,0,0,29.14286,29.14286,29.14286,29.14286,29.14286,29.14286,29.14286,29.14286,31.76573,29.58008,29.58008,29.58008,87.42858,87.42858,90.05145,88.74024,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Compensation of employees,Social contributions,Social contributions,Social contributions,EMPL CONTR:PENSION (RES),NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,EASTERN CAPE 17,EASTERN CAPE 17,DISTR MUN: JOE GQABI 17,TH BURGERSDORP 17,,,,,,,,TH BURGERSDORP 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,COMPENSATION OF EMPLOYEES,SOCIAL CONTRIBUTIONS,SOCIAL CONTRIBUTIONS RESIDENTS,SOC CONTRIB: SERV BENEFITS(RES),EMPLOYER CONTRIBUTIONS(RES),EMPL CONTR:PENSION (RES),REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,EASTERN CAPE 17,,,,,,EASTERN CAPE 17,0,0,2.50785,2.50785,2.50785,2.50785,2.50785,2.50785,2.50785,2.50785,2.73344,2.54545,2.54545,2.54545,7.52355,7.52355,7.74914,7.63635,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Compensation of employees,Social contributions,Social contributions,Social contributions,EMPL CONTR:MEDICAL (RES),NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,KWAZULU-NATAL 17,KWAZULU-NATAL 17,DISTR MUN: SISONKE 17,MO KOKSTAD 17,,,,,,,,MO KOKSTAD 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,COMPENSATION OF EMPLOYEES,SOCIAL CONTRIBUTIONS,SOCIAL CONTRIBUTIONS RESIDENTS,SOC CONTRIB: SERV BENEFITS(RES),EMPLOYER CONTRIBUTIONS(RES),EMPL CONTR:MEDICAL (RES),REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,KWAZULU-NATAL 17,,,,,,KWAZULU-NATAL 17,0,0,15.66175,15.66175,15.66175,15.66175,15.66175,15.66175,15.66175,15.66175,15.66175,15784,15784,17.32675,46.98525,46.98525,46.98525,48.89475,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Compensation of employees,Social contributions,Social contributions,Social contributions,EMPL CONTR:MEDICAL (RES),NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,KWAZULU-NATAL 17,KWAZULU-NATAL 17,DISTR MUN: UGU 17,TH KWAMADLALA 17,,,,,,,,TH KWAMADLALA 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,COMPENSATION OF EMPLOYEES,SOCIAL CONTRIBUTIONS,SOCIAL CONTRIBUTIONS RESIDENTS,SOC CONTRIB: SERV BENEFITS(RES),EMPLOYER CONTRIBUTIONS(RES),EMPL CONTR:MEDICAL (RES),REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,KWAZULU-NATAL 17,,,,,,KWAZULU-NATAL 17,0,0,10.06775,10.06775,10.06775,10.06775,10.06775,10.06775,10.06775,10.06775,10.06775,10091,10091,11807,30.20325,30.20325,30.20325,31989,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Compensation of employees,Social contributions,Social contributions,Social contributions,EMPL CONTR:MEDICAL (RES),NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,EASTERN CAPE 17,EASTERN CAPE 17,DISTR MUN: CACADU 17,MO HUMANSDORP 17,,,,,,,,MO HUMANSDORP 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,COMPENSATION OF EMPLOYEES,SOCIAL CONTRIBUTIONS,SOCIAL CONTRIBUTIONS RESIDENTS,SOC CONTRIB: SERV BENEFITS(RES),EMPLOYER CONTRIBUTIONS(RES),EMPL CONTR:MEDICAL (RES),REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,EASTERN CAPE 17,,,,,,EASTERN CAPE 17,0,0,17.3115,17.3115,13.6185,13.6185,13.6185,13.6185,13.6185,13.6185,13.6185,13.76025,13.76025,15.00225,48.2415,40.8555,40.8555,42.52275,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Compensation of employees,Social contributions,Social contributions,Social contributions,EMPL CONTR:MEDICAL (RES),NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,EASTERN CAPE 17,EASTERN CAPE 17,DISTR MUN: CHRIS HANI 17,MO ENGCOBO 17,,,,,,,,MO ENGCOBO 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,COMPENSATION OF EMPLOYEES,SOCIAL CONTRIBUTIONS,SOCIAL CONTRIBUTIONS RESIDENTS,SOC CONTRIB: SERV BENEFITS(RES),EMPLOYER CONTRIBUTIONS(RES),EMPL CONTR:MEDICAL (RES),REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,EASTERN CAPE 17,,,,,,EASTERN CAPE 17,0,0,46775,46775,46775,46775,43723,43723,43723,43723,43723,43748,41882,50.74475,140325,134221,131169,136.37475,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Compensation of employees,Social contributions,Social contributions,Social contributions,EMPL CONTR:MEDICAL (RES),NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,EASTERN CAPE 17,EASTERN CAPE 17,DISTR MUN: CHRIS HANI 17,MO LADY FRERE 17,,,,,,,,MO LADY FRERE 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,COMPENSATION OF EMPLOYEES,SOCIAL CONTRIBUTIONS,SOCIAL CONTRIBUTIONS RESIDENTS,SOC CONTRIB: SERV BENEFITS(RES),EMPLOYER CONTRIBUTIONS(RES),EMPL CONTR:MEDICAL (RES),REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,EASTERN CAPE 17,,,,,,EASTERN CAPE 17,0,0,15.0665,15.0665,15.0665,15.0665,15.0665,15.0665,15.0665,15.0665,15.0665,15.16925,15.16925,16.25125,45.1995,45.1995,45.1995,46.58975,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Compensation of employees,Social contributions,Social contributions,Social contributions,EMPL CONTR:MEDICAL (RES),NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,EASTERN CAPE 17,EASTERN CAPE 17,DISTR MUN: CHRIS HANI 17,PSP MIDDLEBURG 17,,,,,,,,PSP MIDDLEBURG 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,COMPENSATION OF EMPLOYEES,SOCIAL CONTRIBUTIONS,SOCIAL CONTRIBUTIONS RESIDENTS,SOC CONTRIB: SERV BENEFITS(RES),EMPLOYER CONTRIBUTIONS(RES),EMPL CONTR:MEDICAL (RES),REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,EASTERN CAPE 17,,,,,,EASTERN CAPE 17,0,0,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3.64,9156,9156,9156,9744,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Compensation of employees,Social contributions,Social contributions,Social contributions,EMPL CONTR:MEDICAL (RES),NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,EASTERN CAPE 17,EASTERN CAPE 17,DISTR MUN: JOE GQABI 17,PSP BURGERSDORP 17,,,,,,,,PSP BURGERSDORP 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,COMPENSATION OF EMPLOYEES,SOCIAL CONTRIBUTIONS,SOCIAL CONTRIBUTIONS RESIDENTS,SOC CONTRIB: SERV BENEFITS(RES),EMPLOYER CONTRIBUTIONS(RES),EMPL CONTR:MEDICAL (RES),REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,EASTERN CAPE 17,,,,,,EASTERN CAPE 17,0,0,11955,11955,11955,11955,11955,11955,11955,11955,11955,11955,11955,14259,35865,35865,35865,38169,2021
