government,department_name,vote_number,is_vote_primary,intro,website_url
Limpopo,Social Development,12,True,"## Vision

A caring and self-reliant Society.



## Mission

To transform our society by building conscious and capable citizens through the provision of integrated social development services



## Core functions

Integrated poverty alleviation programmes through sustainable development programmes in partnership with implementing agencies (such as Non-government organisation (NGOs), Community based organisations (CBOs) and Faith based organisations (FBOs).

* Protection, care and support to older people.
* Prevention, care and support services to people with disabilities.
* Integrated services to individuals and families affected and infected by HIV and AIDS.
* Social relief of distress.
* Prevention, care and support services to families.
* Protection and care services to children.
* Social crime prevention and intervention services.
* Victim empowerment services to victims of crime and violence.
* Substance abuse, prevention, treatment and rehabilitation services.
* These services are supported through financial management, human resource development and management and   other support services.",
Limpopo,"Sport, Arts and Culture",13,True,"## Vision

A champion of Sport, Arts, Culture and Heritage Services for socio-economic development in Limpopo



## Mission

To enhance unity in diversity through the provision of Sport, Arts, Culture and Heritage services for sustainable development.



## Core functions

Increase participation and excellence in sport, arts and cultural activities.

* Increase access to information through the provision of library services.

* Promote nation building through sport, arts and culture.

* Increase social cohesion and national identity.

* To promote governance; and quality of social services through arts, culture and sport",
KwaZulu-Natal,Office of the Premier,1,True,"## Vision

The vision of the Provincial Legislature (hereafter referred to as the Legislature) is: To be an activist, people-centred Legislature.



## Mission

The Legislature’s mission statement is: To deepen democracy and entrench activism in KwaZulu-Natal through robust oversight, effective public participation and efficient law-making.



## Core functions

In order to achieve the above strategic objectives, the Legislature is responsible for carrying out the following core functions:

* To maintain the highest standards in drafting, amending and passing legislation.

* To timeously consider, pass, amend or reject legislation referred to the Legislature by the Executive Council or the National Council of Provinces (NCOP).

* To maintain oversight over the provincial executive authority in the province, including the implementation of legislation.
",
KwaZulu-Natal,Provincial Legislature,2,True,"## Vision

The vision of the Provincial Legislature (hereafter referred to as the Legislature) is: To be an activist, people-centred Legislature.



## Mission statement

The Legislature’s mission statement is: To deepen democracy and entrench activism in KwaZulu-Natal through robust oversight, effective public participation and efficient law-making.



## Core functions

In order to achieve the above strategic objectives, the Legislature is responsible for carrying out the
following core functions:

* To maintain the highest standards in drafting, amending and passing legislation.

* To timeously consider, pass, amend or reject legislation referred to the Legislature by the Executive
Council or the National Council of Provinces (NCOP).

* To maintain oversight over the provincial executive authority in the province, including the
implementation of legislation.",
KwaZulu-Natal,Agriculture and Rural Development,3,True,"## Vision

The vision of the Department of Agriculture and Rural Development (DARD) is: An inclusive, sustainable and radically transformed agricultural sector that builds thriving communities in balance with nature.



## Mission

The department’s mission is: To advance sound agricultural practices that stimulate comprehensive economic growth, food security and advancement of rural communities.



## Core functions

The core functions of the department are as follows:

* Food security

* Farmer development

* Veterinary services

* Rural development

* Governance",
KwaZulu-Natal,"Economic Development, Tourism and Environmental Affairs",4,True,"## Vision

The vision of the Department of Economic Development, Tourism and Environmental Affairs (EDTEA) is: Leading the attainment of inclusive and sustainable economic growth for job creation



## Mission

The department’s mission is to: Provide leadership and facilitate integrated economic planning, be a catalyst for economic transformation and sustainable development, implement strategies that drive economic growth and promote sound environmental management, create a conducive environment for trade, investment and tourism and monitor and enforce sound business and consumer regulations.



## Core functions

The department’s core functions are summarised as follows:

* To drive the economic development strategies of the province.

* To facilitate strategies to enhance the competitiveness of priority sectors of the economy, in line with the industrial development strategy.

* To promote the development of small business and social enterprises.

* To promote and facilitate economic empowerment programmes.

* To manage the Enterprise Development and Growth Funds.

* To provide an effective and efficient consumer protection service.

* To ensure effective and prudent business regulation in the province.

* To provide effective and efficient environmental management.

* To provide conservation services.",
KwaZulu-Natal,Education,5,True,"## Vision

The vision of the Department of Education (DOE) is: A well-educated, skilled and highly developed citizenry.



## Mission

The department’s mission is: To provide equitable access to quality education for the people of KwaZulu-Natal.



## Core functions

The core functions of the department are summarised below:

Public Ordinary Schools

This is the department’s primary function aimed at the provision of quality education and learning in schools, the development of educators to ensure that they are equipped to provide the best quality teaching and the provision of Learner Teacher Support Materials (LTSM). Also included in this programme is the provision of support to learners on the curriculum, as well as teacher training programmes.

Lastly, the function includes the provision of food to Public Ordinary School learners from the poorest communities, through the National School Nutrition Programme (NSNP). Other conditional grants that are
Estimates of Provincial Revenue and Expenditure aimed at uplifting the quality of education are also in this programme and these include, but are not limited to, the Maths, Science and Technology (MST) grant.

Public Special School Education
The aim of this programme is to provide public education in special schools and full-service schools.
Early Childhood Development (ECD)
This service evolved as a national initiative to strengthen pre-Grade R education, and to make it available to the majority of the citizens.

Infrastructure Development
The aim of this programme is to provide new schools and other school facilities including sports fields, specialists’ rooms and infrastructure for sanitary requirements for all schools.
",
KwaZulu-Natal,Provincial Treasury,6,True,"## Vision

The vision of the department is: Be the centre of excellence in financial and fiscal management in the country.



## Mission

The department’s mission is: To enhance the KwaZulu-Natal Provincial Government’s service delivery by responding to the expectations of all stakeholders in the value chain as a key driver through:

* Optimum and transparent allocation of financial resources while enhancing revenue generation and financial management practices in compliance with applicable legislation and corporate governance principles.

* Competent and dedicated employees who are at the centre of ensuring best value to their stakeholders.



## Core functions

The core functions of the department include the following:

Estimates of Provincial Revenue and Expenditure

* Mobilisation of funds for the provincial government.

* Allocation of fiscal resources to provincial departments.

* Preparation of annual and MTEF budgets.

* Province-wide cash management.

* Internal audit.

* Provincial financial management in terms of the PFMA and MFMA through:

* Budget monitoring and reporting.

* Financial accounting.

* Financial systems maintenance.

* Provision of advice on procurement policies and procedures in provincial government.
",
KwaZulu-Natal,Health,7,True,"## Vision

The vision of the Department of Health is: Optimal health for all persons in KwaZulu-Natal.



## Mission

The department’s mission statement is: To develop and implement a sustainable, co-ordinated, integrated and comprehensive health system at all levels, based on the primary health care approach through the district health system, to ensure universal access to health care.



## Core functions

The main purpose of the department is to develop and implement a sustainable, co-ordinated, integrated and comprehensive health system based on the primary health care approach, which encompasses promotive, curative, rehabilitative, supportive and palliative care. This is guided by the principles of accessibility, equity, quality and efficiency, sustainability, community participation, appropriate technology, and inter-governmental and inter-sectoral collaboration.

The department provides health services primarily to the uninsured population of KZN, who comprise about 87.5 per cent of the province’s total population of 10 919 077 (2015 Mid-Year Population Estimates, Stats SA). In addition, the department provides central health services to people beyond provincial boundaries. The main categories of health services provided by the department are as follows:
Estimates of Provincial Revenue and Expenditure

Primary health care services
Primary health care services are rendered at community/household level by community outreach teams
and mobile clinics and in fixed clinics and community health centres. Services include health promotion
and prevention, screening and early detection of health conditions or risk factors, referral and curative and
rehabilitative services.

Hospital services
District hospitals render hospital services at a general practitioner level, while provincial hospitals render
hospital services at a specialist level. District hospitals provide clinical outreach services to primary health care (PHC) clinics. Specialised hospitals render specialised hospital services for patients with TB,
psychiatric illnesses and those patients requiring long-term or chronic step-down/rehabilitative care.

Tertiary and central hospitals render tertiary, central and quaternary hospital services at specialist level.

Tertiary and central hospitals also provide clinical outreach services to provincial and district hospitals and
participate in research to improve evidence-based practice.

Forensic pathology services
This category renders specialised forensic and medico-legal services including establishing the
circumstances and causes surrounding unnatural death, ensuring the integrity of forensic evidence and
providing an Inspector of Anatomy Services.

Emergency medical services
This category renders emergency care for trauma patients including patients from road traffic accidents,
and provides emergency transport for emergency medical and obstetric patients. Planned patient transport
is provided for inter-hospital transfer, while indigent patients are transported between clinics and hospitals.",
KwaZulu-Natal,Human Settlements,8,True,"## Vision

The vision of the department is: Together breaking new ground to achieve decent, integrated and sustainable human settlement patterns.



## Mission

The mission of the Department of Human Settlements (DOHS) is: To deliver suitably located housing opportunities and security of tenure over the next five years through collaborative partnership, legislative planning processes and empowerment of women in construction.



## Core functions

The following core functions have been identified as key for the attainment of the strategic objectives:

* To promote the provision of housing development.

* To promote the provision of affordable housing and essential services.

* To manage, control and maintain the immoveable assets of the department.

* To administer and manage housing subsidies of targeted groups.",
KwaZulu-Natal,Community Safety and Liaison,9,True,"## Vision

The department’s vision is to see that: The people of KwaZulu-Natal live in a safe and secure environment



## Mission

The mission set for the department is: To be the lead department in co-ordinating integrated, participatory community safety initiatives and promoting police accountability towards a crime free KwaZulu-Natal.



## Core functions

The provincial department is responsible for the following functions in line with the effective implementation of the Civilian Secretariat for Police Services Act, 2011:

* Promoting democratic accountability and transparency in the police service.

* Promoting good relations and establishing partnerships between the police and communities.

* Directing the SAPS toward effectively addressing provincial needs and priorities.

* Facilitating the development and co-ordination of social crime prevention initiatives.

* Promoting and supporting victim empowerment
",
KwaZulu-Natal,Sport and Recreation,10,True,"## Vision

The department’s vision is: An active and winning province through sport and recreation.



## Mission

The department’s mission is: To transform the sport and recreation environment through integrated, sustainable mass participation, development and high performance programmes at all levels by ensuring equitable access and alignment to government outcomes so as to improve the quality of life of all the citizens of KwaZulu-Natal.



## Core functions

Among others, the core functions of the department are to:

* Create a revitalised and transformed sport and recreation sector with improved corporate governance and accountability.

* Address poverty by delivering key departmental services at ward levels through the war-room intervention programme.

* Develop and implement a model for increasing funding for sport and recreation.

* Promote social cohesion across society by ensuring that there are adequate facilities for the majority of the population.

* Regulate partnerships with municipalities for the development and maintenance of sport and recreation facilities.

* Establish protocols to govern the relationships with the KZN Sport Confederation, district and local confederations and local ward committees.

* Promote active and healthy lifestyles through integrated and sustainable mass-based programmes from local to provincial levels.

* Improve the health and well-being of the nation by providing mass participation opportunities through
active recreation.

* Use sport as a means to inspire and unite people by providing an avenue for physical and social
transformation.

* Promote active and healthy lifestyles through integrated sustainable mass-based programmes from local to provincial levels.

* Develop elite athletes by providing them with opportunities to excel at international competitions.

* Develop and implement a talent identification toolkit that is inclusive of all participants in sport (athletes, coaches, administrators and technical officials).",
KwaZulu-Natal,Co-operative Governance and Traditional Affairs,11,True,"## Vision

The vision of the Department of Co-operative Governance and Traditional Affairs (COGTA) is: People centred sustainable co-operative governance.



## Mission

The department’s mission statement is: “The department will co-ordinate and foster co-operation among governance institutions and build capacity to accelerate delivery of high quality services to communities”.



## Core functions

The mandate of the department is as follows:

* To co-ordinate all organs of state to ensure maximum impact.

* Interventionist approach.

* Improved internal and external co-operation and outcomes based IGR structures.

* Ensure single window of co-ordination and regulation of national, provincial and local government.

In essence, the department’s mandate at the centre of integrated development has the following functions:

* Co-ordination, both vertically and horizontally, and doing away with the silo approach across the province.

* The key area of focus is planning. The department is repositioned as a critical ally of the Planning Commission to align planning across the three spheres of government, by strengthening Integrated Development Plans (IDPs).

* Ensuring the alignment of priorities of both national and provincial departments implemented in a local space in the municipal IDPs.

* Ensure that IDP encapsulates the provincial priorities and budget in a co-ordinated manner.

* Enhance the IGR framework support integration (IGR framework to be reviewed and strengthened).

* Ensure seamless service delivery in a co-ordinated manner supported by emerging legislated processes.

* Put development planning at the centre stage.

* Put people at the centre of development.

The department will continue to support and ensure that there is alignment between the national, provincial, and local government priorities. Working together with different stakeholders in the province and countrywide, the department is committed to contributing toward realisation and achievement of government’s priorities as spelt out in the MTSF.
",
KwaZulu-Natal,Transport,12,True,"## Vision

The department’s vision is: Prosperity through mobility.



## Mission

The department’s mission is: We will strive to provide the public with mobility by an affordable transportation system that is safe, integrated, regulated and accessible to meet the developmental needs of our province.



## Core functions

Turning the vision of the department into reality can only be achieved by focusing the attention and energy of all employees and relevant stakeholders on the performance of its core functions, namely:

Construct, maintain and repair the provincial road network
The department’s mandate is to construct and maintain a balanced road network that meets the mobility needs of the citizens of KZN, and supports the national and provincial growth and development plans and strategies.

Plan, regulate and provide an integrated transportation system
The department’s mandate is to regulate public transport and ensure access to safe, efficient and affordable public transport. The department is further mandated to facilitate development in the freight transport industry and the minimisation of negative externalities resultant from the transport of freight.

Estimates of Provincial Revenue and Expenditure

Manage road traffic
The department’s mandate is to create a safe road environment, through the reduction of road accidents.
The main services rendered include road traffic enforcement, road safety education, the analysis and reengineering of hazardous locations and the registration and licensing of vehicles.",
KwaZulu-Natal,Social Development,13,True,"## Vision

The vision of the Department of Social Development (DSD) is: A caring and self-reliant society.



## Mission

The department’s mission is: To transform our society by building conscious and capable citizens through the provision of integrated social development services.



## Core functions

* To provide developmental social welfare services.

* To provide community development services.

",
KwaZulu-Natal,Public Works,14,True,"## Vision

The department’s vision is: An inclusive economy through sustainable infrastructure development and property management.



## Mission

The department’s mission is: To improve the life of the people in KwaZulu-Natal through sustainable infrastructure development and property management.



## Core functions

In carrying out its mandate, the department undertakes the following core functions:

* The acquisition of public buildings and land.

* The construction of public buildings, involving the physical erection or major improvements in respect of infrastructure in the building environment.

* The maintenance of public buildings and land, including performing the necessary work to keep the required level of operation and the payment of property rates.

* The alienation of public buildings and land, including the disposal of fixed assets by selling, demolition, exchanging and donation.",
KwaZulu-Natal,Arts and Culture,15,True,"## Vision

The vision of the department is: Prosperity and social cohesion through arts, culture and heritage.



## Mission

The department’s mission is to Provide integrated arts and culture services for the people of KwaZulu-Natal by developing and promoting arts and culture in the province and mainstreaming its role in socio-economic development.



## Core functions

The core functions of the department encompass the development and promotion of arts, culture, museum, archive and library services.",
Gauteng,Office of the Premier,1,True,"## Vision

Leadership for an integrated city-region, characterised by social cohesion and economic inclusion; the leading economy on
inclusion; the leading economy on the continent, underpinned by sustainable socio-economic development.



## Mission

In achieving its vision, the Office of the Premier (OoP) defines its mission (aim) as follows:
* Providing strategic leadership and direction to government and society

* Ensuring the transformation and modernisation of the public service

* Improving governement performance and service delivery through enhanced planning, coordination,monitoring and evaluation of governmentnpeformance.

* Driving effective comunication and stakeholder interfaces with communties and key sectors of society

* providing strategic an operational support in fulfilling condtitutional and keysectors of society

* Actively advancing gender equality, women's empowerment, youth development and the rights of people with disabilities, older persons and military veterans

* Securing domestic and foreign partnerships that support the development agenda



## Core functions

As re apex institution of the Gauteng Provincial Government (GPG), the OoP provides overall leadership to government and society. Particular emphasis is placed on research, strategic analysis amd policy development. The OoP intervenes in key sectors to unlock growth and employment potential and revitalise township economics with the aim of radically transforming the overall economy. It also targets the transformation of society by improving education, modernising upgrading the quality of health care and tackling urban poverty and social development challenges. It is also responsible for innovation in public transport as a means of effecting spatial transformation and for building new, sustainable, intergrated huma settlement and cities.",
Gauteng,Gauteng Provincial Legislature,2,True,"## Vision

A modern and transformative legislature that fosters public pride and confidence in democracy and enhances service delivery to the people og Gauteng.



## Mission

In observing our constitutional obligations, Gauteng Provincal Legislature (GPL)
* Is a modern and dynamic African legislature of the 21st Century

* Ia a caring,responsive,activist and transformative legislature;

* Reflects the values, aspirationsand cultured of the South African people

* Is the most competent, accessible, transparent and accountable legislature;

* Fosters ethical and good governance;

* Attracts, develops, and retains skilled and prodessional staff; and

* Recognises staff contributions,rewards their achievements and provides a stimulating environment



## Core functions

Section 114 of the Constitution of the Republic of South Africa defines the core functions and responsibilities of the GPL.The Act assigns to the GPL the power to exercise oversight over the Executive and organs of the state; and to facilitate law-making through considering,passing, amending or rejecting any bill before the GPL ,including initiating and preparing legislation with the exception of money billd. Section 118 ststes that the GPL must ensure public participations in legislative processes by ensuring that the public has access to and is involves with the processes",
Gauteng,Economic Development,3,True,"## Vision

A radically transformed, modernised and re-industrialised economy in Gauteng, manifesting decent work, economic inclusion and equity.

## Mission

The mission of the Department of Economic Development in pursuit of its vision is to:

- Ensure radical transformation, modernisation and re-industrialisation of the Gauteng economy;
- Provide and implement programmes and projects that will:
  - revitalise Gauteng's township economies;
  - build new smart, green, knowledge-based economy and industries;
  - ensure decent employment and inclusion in key economic sectors;
  - facilitate radical economic transformation, modernisation and re-industrialisation;
  - include the marginalised sectors of women, youth and persons with disabilities in mainstream economic activities; and
  - Establish appropriate partnerships for delivery and ensure that DED effectively delivers on its mandate.",
Gauteng,Health,4,True,"## Vision

Dailt we provide high-quality,efficient and accessible healthcare to transform people's lives




## Mission

Create an effective public health system in Gauteng by ensuring we have the right people,skills,systems and equipment to provide the care our patients need to live health,quality lives



## Core functions

* Provision of primary healtcare services through the district system by means of a network of provincial clinics and community health centres and district hospitals administered by doctors,nurses and other health prodessionals;


* Provision of emergency Medical services and planned patient transport throughout the province;

* Renderingsecondary healthcare services through regional hospitals providing out- and in-patient care at general specialist level

* Provision of specialisedin-patient care for psychiatric and infectious diseases, and some tuberculosis (TB) and chronic psychiatric services on an outsourced basis;

* Provision of in-patient and out-patient academic healthcareservices through the central,tertiary hospitals and dental ospitals, in addition to the teaching that takesplace at other service levels;training of future health care professionalsin health sciences faculties and nursing colleges;and

* Delivering of forensic pathology services and clinical-medico legal services

These services are supported through human resource;developmentmanagement and support servicesuch as laundries,facilities management and cook-freeze; and through supplying medical and pharmaceutical materials",
Gauteng,Education,5,True,"## Vision

Every learner feels valued and inspired in our innovative education system.



## Mission

We are committed to providing functional and modern schools that enable quality teaching and learning to protect and promote the right of every learner to quality, equitable and relevant education.



## Core functions

The department will continue to work closely to ensure that people of all ages and backgrounds have the education, skills and opportunities to pursue activities that promote their wellbeing and build strong communities. We are primarily responsible for the delivery and regulation of pre-tertiary and private schooling with national and provincial imperatives with a special focus on curriculum delivery, teaching and learning support material, infrastructure, ICT and teacher placements.",
Gauteng,Social Development,6,True,"## Vision

A caring and self reliat society.



## Mission

To transform our society by building conscious and capable citizens through the provision of intergrated social development services



## Core functions

* Rendering management and administration to the network of social development services withing Gauteng.

* Provision, in particular with relevant stakeholder, of prevention,early intervention,rehabilitation and after-care services to people abusing substances;

* Provision of community and home-based cae,residential and all other protection services for the frail,vulnerable older persons at risk,and people withdisabilities;

* Provision of secure care facilities,home-based services,and assesssment and referral services for childrenfound to be in conflict with the law;

* Provision of servicesfor children through the constuction and funding of Early Childhood Development(ECD) facilities throughout the province;

* Provision of child care and protection services and implementation of the Children's Act;

* Provision of shelters and counselling services for women and children who are victims of domestic violence and abuse;

* Provision, through home and community-based care (HCBC) centres,of psycho-social support services to people who are infected and affected by HIV and AIDS,especially orphans and vulnerable children;

* Provision of reunification and preservation services for familie;and

* Provision of youth development and sustainable livelihood services to poor households through the implementation of the War on Poverty (WoP) programme.",
Gauteng,Cooperative Governance and Traditional Affairs,7,True,"## Vision

Globally competitive Gauteng City Region,putting people first with service delivery and excellence and economic performance.



## Mission

To facilitate and support cooperative governance across all spheres of government and associate institutions,and to promote the institution of traditional leadership Gauteng.



## Core fubctions

The mandate of the Department highlights cooperative governance,and is essential for intergrated development.The department provides support to and monitors muncipalities and tribal authorities by:

* Monitoring the muncipalities and traditional authoritiies' development and performance;

* Supporting local authorities where there are capacity constraints;

* Promoting capacity development in a systematic manner,toensure that municipalities are able to manage their own affairs
* Advising,commenting on and approving INtergrated Development Plans (IDP's);

* Providing key support services to municipalities in implementing te Municipal Finance Mnangement Act(No. 56 of 2003) (MFMA) and supporting Community Development Workders(CDW's);

* Intervening whre local authorities fail to perform their designated functions and mandates;and
Strengthening the functioning of Municipal Public Accounts Committees.",
Gauteng,Human Settlements,8,True,"## Vision

Integrated sustainable huma setllements withing a smart Gauteng City Region.



## Misiion

To facilitate the delivery of sustainable integrated human settlements,newtowns and smart cities in partnership with relevant role-players form all sectors of society through:

* Development of suitably located and affordable housing(shelter) and decent human settlememts;

* Creating new post-apartheid towns and transforming current cities and towns in Gauteng,moving towards efficiency,inclusion and susuatainability;and

* Building cohesive,sustainable and caring communitieswith improved access to work and social amenities,including sprots and recreation facilities,with community development and optimal access/inclusion.



## Core functions

The mandate of the department is derived from the Constitution.Its primary roles are:

* To promote and faciltate the provision of adequate housing in the province;

* To develop provincial housing policies that will strengthen the ability to provide housing opportunities to qualifying beneficialries in order to buildsustainable comunities;

* To develop and implement programmes and projects that give effect to the province's short,medium and long term housing plans;and

* To manage the housing delivery process and transform informal settlements,especially in prioritytownships, into sustainable and vibrant communities;and provides services in rspect of sbsidies and rental housing.
",
Gauteng,Roads and Transport,9,True,"## Vision

A modern integrated,efficient and sustainable transport and roadsinfrastructure system in Gauteng.



## Mission

To facilitate and provide an integrated transport system that:
* Is reliable,accessible,safe and affordable;


* Pormotes socio-economic development in Gauteng;
*Is environmentally sustainable;and

* Supports industrialised and radical socio-economic transformation



## Core functions

* To contribute to the achevement of departments outcomes;

* To develop and mantain a sustainable road infrastructure that contributes to increased economic growth and enhances quality of life i Gauteng;

* To develop a policy framework in support of a modern,integrated and intelligent transport system;

* To contribute to the regulation of the transport-related carbon emissions;

* Throught green transport,to contribute to environmental protection;

*To provide public transport infrastructure that promotes integration and onter-modility of public transport;

* To regulate public transport operations through issuing of operating licenses and permits;

* To regulate public transport operations through the registration of associations;

* To issue valid driver's licenses;and

* To issue valid vehicle licenses",
Gauteng,Community Safety,10,True,"## Vision

To realise Gauteng as a province where people feel and are safe



## Mission

To be an innovative,effcetive and proactive department that ensures the safety of te community through:

* Improving the quality of policing

* Deepening meaningful community participation;

* Enhancing social crime prevention;

* Fostering intergrity

* Initiating and sustaining sound supportive institutional arangements

* Promoting pedestrian safety;

* Intensifying trafiic law ennforcement; and

* Creating a safer road enironment.



## Core functions

The core functions and responsibilities of the department are:

* To monitor police conduct;

* To oversee the effectiveness and efficiency of the province's law enforcement agencies;

* To promote good relations between the police and communities;

* To assess the effectiveness of visible policing;

* To record and investigate public complaints alleging police inefficiency

* To mobilise all communities in the fight against crime;

* Topromote social crime prevemtion thrugh partnerships and oter appropriate interventions;and

* To provide  traffic services.",
Gauteng,Agriculture and Rural Development,11,True,"## Vision

An economically transformed and agricultural sector and sustainable environment manangement for healthy,food secure,developed rural and urban communities in Gauteng.



## Mission

To radically modernze and transform agriculture,environment and ruarl development by:

* Promoting environmental protection and manangement
* Expanding access o agricltural opportunities;

* Maximising food security;

* Up-scale rural development;

* Promoting the One Health System;

* Supporting sustainable livelihood and communities



## Core funtions

* Ensure an environment that supports humman wellbeing
* conserve the environment;

* Ensure provision of sufficient food and watre;and

* Ensure provision of veterinary services in the province.",
Gauteng,"Sport, Arts, Culture and Recreation",12,True,"## Vision 

An active ,creative and modernized Gauteng City Region (GCR) contributing to sustainable economic growth and social cohesion.



## Mission

In pursuit of the above vision, the Department of Sport,Arts,Culture and Recreation (DSACR) will work in an integrated matter to create an enabling environment for radical economic and accelerated social transformation for 
sporting,artistic and cultural excellence through:

* Facilitating talent identification and development in partnership with stakeolder;

* Positioning the business of the sport and creative industries as catalysts for ssustainable economic growth;

* Modernising the economy thrugh bidding for and hostinf major sporting and cultural events;

* Providing universal access to sport,arts,cultural activities,library,archival service and facilites;

* Identifying,promotion and preserving eritage.



## Core functions

The core mandate of the DSACR is to ensure access,increased partocipation and transformation of the sport,arts,culture and recreation sectors through radical economic and accelerated social transformation that benefits all in theprovince,promoting nation building and social cohesion.


",
Gauteng,E-Government,13,True,"## Vision

 
A connected Gauteng City that leverages technology to provide quality services to citizens.



## Mission

To realize the intent of a connected  government through:

*Provision of relevant technologies,standards and governance

* Creation of an environment of collaboration between key stakeholders;and

* Facilitation of the evolution of the Gauteng Ciyt REgion (GCR) service delivery




## Core functions

* To roll out the Gauteng Broadband Network (GBN);

* To develop and maintain all provincial government owned ICT infrastructure;

* To develop and maintain applications,networks and services;

* To improveand provide customer driven HR services;

* To implement e-Recruitment solutions for job seekers;and

* To deploy HR systems in the province",
Gauteng,Gauteng Provincial Treasury,14,True,"## Vision

To provide strategic leadership in financial and fiscal matters to ensure sustainable and nclusive social and economic development of the people ofGauteng so that all may enjoy value for money services of the highest quality.



## Mission

We are an activist Treasurt that enables and promotes quality service delivery for the ciizens of Gauteng through:

* Sustainable financing and funding that ebsures developmentally focused allocation of resources an dinnovative revenue generation;

* Efficient cash management that ensure sustainable liquidity levels in the province;

* Effective financial management and reporting that ensures responsible stewardship and transparent resource utilisation and expediture;and

* A well-structured governance framework that ensures accountability,transparency and fiscal discipline in line with statutory obligations.



## Corefunctions

The functions of the Gauteng Provincial TReasury (GPT) are described in the Public Finance Management Act (PFMA,1999) and the Municipal Finance Management Act (MFMA,2003).These canbe summarised as follows:

* To manage the budget allocation for the Gauteng Provincial Government;

* To ensure the instilling of fiscal discipline and corporate governance in the province;

* to ensure the effective and efficient utilisation of resources-value for oney and compliance with all relevant legislation;

* To develop,implement and monitor compliance withcorporate governance norms and standards realing to provincial and local government;and

* To ensure adequate financial accountability.
",
Gauteng,Infrastructure Development,15,True,"## Vision

To be a leading sustainable infrastructure provider and facilitator that positions Gauteng as a globally competitive city region with inclusive economic growth and decent work for all.



## Mission

To contribute towards radcal transformation,modernization and re-industrialisation of Gauteng by accelerating integrated service delivery,maintenance and manangement of public infrastructure and deploying build environment professionals while encouraging the active participation of an empowered citizenry.




## Core functions

* Implementation of social infrastructure;

* Skills development;

* Community participation;

* Capital project management;

* Maintenance services;and

* Provincial property management;",
Free State,Premier,1,True,"## Vision

Leading the Free State Province towards service excellence

## Mission

To provide strategic direction and to coordinate integrated service delivery within Government in the Free State.

## Core functions

The core functions and responsibilities of the Department of the Premier relate to both the Department itself as well as to the broader Free State Provincial Government (FSPG), and are as follows:

* To ensure integrated governance and policy coordination;

* To facilitate and coordinate integrated planning, research, monitoring and evaluation;

* To provide effective and efficient administrative and support services to the Premier Executive Council and the Director General;

* To ensure sound financial management in the Department of the Premier;

* To provide strategic direction and render advice on human resource, organisational development and enhancement, and legal service matters;

* To provide strategic direction with regard to the effective utilisation of information technology and information communication technology;

* To provide strategic communication direction and ensure that the image of the FSPG and the Department of the Premier is held in good standing;

* To provide strategic direction, facilitate and coordinate special programmes; and

* To render efficient and effective community liaison and participatory democracy services.",
Free State,Free State Legislature,2,True,"## Vision

The vision of the Free State Legislature is in line with its mandate as derived from the Constitution of the Republic of South Africa (Act 108 of 1996). The vision encapsulates the core principles of the Legislature as follows; “An Activist Legislature that Champions Democracy”.




## Mission

To promote good governance and a culture of human rights through oversight, law-making and public participation.



## Core functions

The Free State Legislature is principally an institution of democracy. The main services to be
rendered by the Legislature are aligned with its strategic objectives:

* The legislative process must (i) conform with the provisions of the Constitution of the
Republic of South Africa (Act 108 of 1996), (ii) Standing Rules and Orders of the
Legislature, (iii) enable the Committees of the Free State Legislature to thoroughly
engage with all aspects of draft legislation and (iv) facilitate public involvement through
the relevant processes of the Portfolio Committees

* The oversight and accountability functions ensure a quality process of scrutiny and
oversee the government’s actions that are driven by realizing a better quality of life for
all.

* To further build a people-centred Legislature that is responsive to the needs of all the
people of the Free State, as well as a culture of human rights and public participation
through education.

* An effective and efficient institution through improvement of institutional governance
and policies, implementation of modern systems and technologies, as well as the
development of human resource.",
Free State,"Economic and Small Business Development, Tourism and Environmental Affairs",3,True,"## Vision

A transformed economy and a prosperous society that is living in harmony with its natural resources through integrated and sustainable economic growth.



## Mission

Radically create a conducive, enabling environment for the creation of decent jobs, poverty and inequality reduction through sustainably managed environment and economic development programmes in the Free State



## Core functions

Integrated and sustainable Economic Development.

* To stimulate integrated, regulated, informed and sustainable economic
development through trade & investment facilitation, sector development and
industrialization, by providing services to the stakeholders which we service.

* Environmental assets conserved, valued, sustainably used, protected and
continually enhanced to benefit the present and future generations.

* To manage the environment in order to lead sustainable development of the
environment for a better life for all in the province.

* Radical efficacy in business processes.

* To ensure rapid and efficient business processes within the Department:
- Doing business unusual (fast and efficient).

- Enabling line function to achieve their mandates.

* To create a conducive environment for sustainable tourism growth and
development in the Province.

* A tourism industry that is supported by sound policies that seeks to transform
the tourism industry through robust product development to effectively
promote and market the Province as a tourist destination of choice.",
Free State,Provincial Treasury,4,True,"## Vision

You partner in financial resource management excellence, for a better life for all in the Free State Province.



## Mission

To promote sound financial resource management for improved service delivery in the Free State Province.



## Core functions

The Department provides support and oversight to all departments, public entities and municipalities in terms of the PFMA and MFMA.

The Sustainable Resource Management programme, amongst other responsible for preparation and implementation of the provincial budget and enhancement of provincial own revenue.

The Financial Governance programme plays a key role in improving the quality and integrity of financial accounting and reporting of provincial departments and public entities.",
